"TRMFFUD128C719699C","Twilight","U2","rock;alternative"
"TRMFEPK128F4266F29","Without You","Mariah Carey","pop;female vocalists;rock;indie"
"TRMFWNF128F934C460","Blowin' In The Wind","Bob Dylan","rock;pop;indie"
"TRMFKGK128F42539E1","Continental Drift","The Rolling Stones","rock;alternative"
"TRMDHCG128F4262B8C","If It's Over","Mariah Carey","pop;female vocalists;rock"
"TRMDNIY128F42AD997","Rubberneckin'","Elvis Presley","rock;pop"
"TRMDFSR128F429DDD1","My Violent Heart","Nine Inch Nails","rock;electronic;alternative;metal"
"TRMDEZV128F932FBD0","Livin' On The Edge","Aerosmith","rock;metal;pop"
"TRMDWAK128E0793562","Ocean","The Velvet Underground","rock;indie"
"TRMDZKF128F9322A51","Start Me Up","The Rolling Stones","rock;pop"
"TRMDVAX128F92FDB34","My Baby","Britney Spears","pop;female vocalists"
"TRMEIGS128F1477289","Fall Out","The Police","rock;pop;alternative"
"TRMEAGQ128F427BD1C","I'm Goin' Down","Bruce Springsteen","rock;pop"
"TRMEBYQ128F932FEFF","Toxic","Britney Spears","pop;female vocalists;electronic;rock"
"TRMEDII128F9302BF4","Maybe","Enrique Iglesias","pop"
"TRMEPOY128F4293449","Such A Night","Elvis Presley","rock"
"TRMEPQD128F429DDDC","Meet Your Master","Nine Inch Nails","rock;alternative;electronic"
"TRMEPYN12903D021D2","Hear My Train A Comin'","Jimi Hendrix","rock;pop"
"TRMLOXQ12903CF06BB","I'm Sticking With You","The Velvet Underground","alternative;rock;indie;female vocalists;pop"
"TRMLPWL128F42929AB","Lonely","Britney Spears","pop;female vocalists"
"TRMLPZZ128F4266F55","Nebraska","Bruce Springsteen","rock"
"TRMLZRJ128F92F75CA","Tell Me That It Isn't True","Bob Dylan","rock"
"TRMLGGZ128F14633C3","Demolition Man","The Police","rock;pop;alternative"
"TRMLTDU12903CC0E05","Satch Boogie","Joe Satriani","rock;metal;pop"
"TRMLURJ128F9342ADC","Too Young","Michael Jackson","pop"
"TRMPJGO128F42699CF","Fantasy","Mariah Carey","pop;female vocalists;electronic"
"TRMPIOZ128F931D519","Synchronicity II","The Police","rock;pop;alternative"
"TRMPIEB128F92E926D","The Enigmatic","Joe Satriani","rock"
"TRMPHIY128F92EC1FD","Message In A Bottle","The Police","rock;pop;alternative;indie"
"TRMPGJP128F428CA86","Libbie's Song","Patti Smith","female vocalists"
"TRMPKHP128F429D8B7","Don't Lie To Me","The Rolling Stones","rock"
"TRMWFRZ128F42690A3","Joanie's Butterfly","Aerosmith","rock;alternative"
"TRMWZZR128F42AE75E","Theme For A Strange World","Joe Satriani","rock"
"TRMWTDT128F9341FB2","DOA","Foo Fighters","rock;alternative;indie;pop"
"TRMZMKH128E078F4D8","Earth Blues","Jimi Hendrix","rock;pop"
"TRMZEEB128F429625B","One Kiss From You","Britney Spears","pop;female vocalists;rock"
"TRMZGIN12903CC0E48","Time Machine","Joe Satriani","rock;pop"
"TRMZTFQ128F92C493E","We Three","Patti Smith","female vocalists;rock"
"TRMZVMT128F4293519","Paths That Cross","Patti Smith","female vocalists;rock;alternative"
"TRMGMNX128F42744FB","Mind Storm","Joe Satriani","rock;electronic;metal"
"TRMGRML128F425E8B0","Break The Ice","Britney Spears","pop;female vocalists;electronic;rock"
"TRMGGVZ128F425EE21","Big Me","Foo Fighters","rock;alternative;indie;pop"
"TRMTOBP128E07822EF","Lucky (Live In Florence)","Radiohead","indie;alternative;electronic;rock"
"TRMTMEO128F92CFD60","Sunday Bloody Sunday","U2","rock;pop;alternative;indie"
"TRMTMSW128F42745C9","Growin' Up","Bruce Springsteen","rock;pop"
"TRMTAJA12903CEE424","Pictures Of You","The Cure","alternative;rock;indie;pop"
"TRMTSQY128E078EED6","Apart","The Cure","alternative;rock"
"TRMTSSQ128F429251C","Birdland","Patti Smith","female vocalists;rock;alternative;indie"
"TRMTSTB128F42AC0BD","Anything That's Part Of You","Elvis Presley","rock;pop"
"TRMTEMI128E078DF6C","The Mark Has Been Made","Nine Inch Nails","rock;alternative;electronic;metal;indie"
"TRMTZIE128C719698E","With Or Without You","U2","rock;pop;alternative;indie"
"TRMTZDR128F93169BF","Bailamos","Enrique Iglesias","pop;electronic"
"TRMTUWP12903CC1827","Red House","Jimi Hendrix","rock;pop;alternative;indie"
"TRMKMRV128F42AA77F","Free Me","Foo Fighters","rock;alternative;metal"
"TRMKDEZ128E078F13A","The Loudest Sound","The Cure","alternative;rock;pop"
"TRMKEKJ128C71968E7","Pride (In The Name Of Love)","U2","rock;alternative;pop"
"TRMKGBD128F42595D2","I Threw a Brick Through a Window","U2","rock;alternative"
"TRMQJXI128F422974D","Fade Together","Franz Ferdinand","indie;rock;alternative;pop"
"TRMQISV128F42B82CD","Mrs. McGrath","Bruce Springsteen","rock"
"TRMQIPU128F4289418","Big Me","Foo Fighters","rock;alternative;indie;pop"
"TRMQHRY128F425E8B4","Toy Soldier","Britney Spears","pop;female vocalists;electronic;rock"
"TRMQLYP128F931D7A3","People Make The World Go Round","Michael Jackson","pop"
"TRMUCTI128E0793566","Andy's Chest","The Velvet Underground","alternative;rock"
"TRMUQRH128F428CCC1","About A Boy","Patti Smith","rock;female vocalists;indie;alternative"
"TRMVBLE128F427E6DA","Blinded By The Light","Bruce Springsteen","rock;pop"
"TRMVEPI128F425E0E7","Last To Die","Bruce Springsteen","rock"
"TRMVTTA128E0788E8C","Right Where It Belongs","Nine Inch Nails","rock;alternative;electronic;metal;indie"
"TRMVKVI128F42B2865","Jumping Someone Else's Train","The Cure","alternative;rock;pop;indie"
"TRRCDIA128F429401C","Low","Foo Fighters","rock;alternative;indie"
"TRRCERQ128F4230B09","Ocean (Outtake Version)","The Velvet Underground","rock"
"TRRCUZV128F428E73D","I Wish You Knew","Mariah Carey","pop;female vocalists"
"TRRJAOS128E07822BE","You Never Wash Up After Yourself (Live)","Radiohead","rock;alternative;indie"
"TRRJPPA128F42736EA","Tougher Than The Rest","Bruce Springsteen","rock;indie"
"TRRIHXA128F92F107C","Tell Her Tonight","Franz Ferdinand","indie;rock;alternative;pop"
"TRRIRCF128F426A606","You Are Not Alone","Michael Jackson","pop;rock"
"TRRIBLG128F4280396","Mother Rose","Patti Smith","rock;female vocalists"
"TRRITWQ128F9311286","Can't Stop Feeling","Franz Ferdinand","indie;rock;alternative;pop;electronic"
"TRRIUXF128F427FD43","Touch My Body","Mariah Carey","pop;female vocalists"
"TRRHCEK128F148D12D","Escape","Enrique Iglesias","pop;rock"
"TRRHRDR128E0783767","Your God Is Fear","The Cure","pop"
"TRRHNQZ128F4276E17","Rock And Roll","The Velvet Underground","rock;alternative;pop;indie"
"TRRXQSG128F427EA3A","Message In A Bottle","The Police","rock;pop;alternative;indie"
"TRROXRZ128E078EE2B","Eat The Rich","Aerosmith","rock;alternative"
"TRRORKJ128E07817F9","Myxomatosis","Radiohead","alternative;rock;electronic;indie;pop"
"TRROPIJ128F42AF236","I Feel Free","Foo Fighters","rock;alternative"
"TRROUFH128F428CCE5","Dead City","Patti Smith","rock;female vocalists;alternative"
"TRRMRLU128F932FE97","I Run Away","Britney Spears","pop;female vocalists;electronic"
"TRRYRNP128F428039D","Peaceable Kingdom","Patti Smith","female vocalists;rock;alternative"
"TRRYDAD12903CC1774","Foxy Lady","Jimi Hendrix","rock;metal"
"TRRYZIL128F4288010","Last Call","Patti Smith","rock;female vocalists"
"TRRYULH128F92ED870","Razor","Foo Fighters","rock;alternative;metal;indie"
"TRRYVQI128F148D12A","Bailamos","Enrique Iglesias","pop;electronic"
"TRRAAVG12903CC2832","Good Times","Jimi Hendrix","rock"
"TRRABGF128F4252E44","I Might Be Wrong","Radiohead","alternative;rock;indie;electronic;pop"
"TRRAKNM128F9310CE5","Coke Babies","Radiohead","alternative;indie;rock"
"TRRBCLP12903CC1807","Red House","Jimi Hendrix","rock;pop;alternative;indie"
"TRRBXJW128F42B5717","There She Goes Again","The Velvet Underground","rock;alternative;pop;indie"
"TRRBXPP128F930992E","Everytime","Britney Spears","pop;female vocalists;rock;electronic"
"TRRBMKB128F42BADEA","Ten Words","Joe Satriani","rock"
"TRRBYQJ128F92FD3F2","Razor","Foo Fighters","rock;alternative;metal;indie"
"TRRBAKQ128E07921B5","California Callin'","Enrique Iglesias","pop;alternative"
"TRRBBRG128E079401B","Closer To God","Nine Inch Nails","rock;alternative;electronic;metal"
"TRRBLMO128F9324F06","Miss Amanda Jones","The Rolling Stones","rock;pop"
"TRRNJWK128E0780F57","(I Don't Know What's Going) On","The Cure","rock;alternative;pop;indie"
"TRRNGCW128F92CA9D5","Times Like These","Foo Fighters","rock;alternative;indie;pop"
"TRRSXLN12903CC15B8","My Friend","Jimi Hendrix","rock"
"TRRSRXG128E07888AF","Joy Ride","Mariah Carey","female vocalists;pop"
"TRRSVQD128F4229994","Fade Together","Franz Ferdinand","indie;rock;alternative;pop"
"TRRFJBW128E079277E","And All That Could Have Been","Nine Inch Nails","alternative;rock;electronic;metal"
"TRRFJSD128F1488313","Kyoto Song","The Cure","rock;alternative;pop"
"TRRFIXB128E0791C73","Para Qué La Vida","Enrique Iglesias","pop"
"TRRFPOM128F931728C","No You Girls","Franz Ferdinand","indie;alternative;rock;pop;electronic"
"TRRFTWD128E0788E58","A Short Term Effect","The Cure","alternative;rock;indie;electronic"
"TRRDYUU12903CC0E4E","Cool #9","Joe Satriani","rock;metal"
"TRRDAAI128F42BB6F7","Janie's Got A Gun","Aerosmith","rock;metal;pop;alternative"
"TRRDFVG128F42893F7","Doll","Foo Fighters","rock;alternative;metal;female vocalists;indie"
"TRRDPKT128E078EDEE","The Other Side","Aerosmith","rock;pop;metal"
"TRRDWZK128F147CD32","The Top","The Cure","alternative;rock"
"TRRDKPQ128F92D7B80","Eraser (Denial: Realization)","Nine Inch Nails","rock;electronic;alternative"
"TRREOHK128F9323F8C","There She Goes Again","The Velvet Underground","rock;alternative;pop;indie"
"TRREDKK128E078DAE0","The Hand That Feeds","Nine Inch Nails","rock;alternative;electronic;metal;indie;pop"
"TRREZDH128E0791C1F","Closer (Further Away)","Nine Inch Nails","rock;alternative;electronic;indie"
"TRREZJL128F92F16B1","Shadow","Britney Spears","pop;female vocalists;rock"
"TRRLOCS128F427975C","Everything Fades Away","Mariah Carey","female vocalists;pop"
"TRRLNLO128F9310CD4","Million Dollar Question","Radiohead","alternative;indie;rock"
"TRRLPJX128F92ED871","Over And Out","Foo Fighters","rock;alternative;indie"
"TRRLWJK128E078D2C7","Lonesome Cowboy Bill (Version 2) (Live @ Max's Kansas City in NYC Summer 1970)","The Velvet Underground","rock;alternative"
"TRRLVTK128F930B51C","Brother John","Joe Satriani","rock"
"TRRLVGM128F931728D","Ulysses","Franz Ferdinand","indie;alternative;rock;electronic"
"TRRPIZJ128F92C493D","Privilege (Set Me Free)","Patti Smith","rock;female vocalists;alternative;indie"
"TRRPHWN128F92EAA46","Die On The Floor","Franz Ferdinand","indie;electronic;rock"
"TRRPFDP128F932FEA7","Everytime","Britney Spears","pop;female vocalists;rock;electronic"
"TRRPDHU128F933B16C","Fragile","The Police","rock;pop"
"TRRPDBA128F14920D7","No Time This Time","The Police","rock;alternative;pop;indie"
"TRRPPUO128F4285EA3","Seven Ways of Going","Patti Smith","alternative;female vocalists;rock;indie"
"TRRPZJE128F9336E3E","Bullet Proof... I Wish I Was","Radiohead","alternative;indie;rock"
"TRRPUED128F931127B","Twilight Omens","Franz Ferdinand","indie;rock;alternative;pop"
"TRRWJLW128F4274F3C","Two Hearts Beat As One","U2","rock;pop;alternative"
"TRRWESB128F92E08E4","I'm Sticking With You","The Velvet Underground","alternative;rock;indie;female vocalists;pop"
"TRRZXVT128F42801A3","One More Chance","Michael Jackson","pop;rock"
"TRRZYEQ128E078117B","Running To Stand Still","U2","rock;pop;alternative"
"TRRZDUT12903C93E78","Oh Little Town Of Bethlehem","Elvis Presley","rock"
"TRRZUGN128F42A1EEE","There There","Radiohead","alternative;rock;indie;electronic"
"TRRGXSO128F427A4F0","Theme From Spider Man","Aerosmith","rock"
"TRRGEST12903CCB643","Someone Put Your Hand Out","Michael Jackson","pop"
"TRRTXXE128EF34DBC4","The Warning","Nine Inch Nails","electronic;alternative;rock;metal"
"TRRTNCU128F92F1397","...Baby One More Time","Britney Spears","pop;female vocalists;rock"
"TRRKOOG128E078F4D9","Astro Man","Jimi Hendrix","rock"
"TRRKFEP128F42AD604","Who Is It","Michael Jackson","pop;rock"
"TRRKPKZ128F42AA790","Another Round","Foo Fighters","rock;alternative;pop"
"TRRQHIX128F92E17B1","Just Like A Woman","Bob Dylan","rock;pop"
"TRRQMVW128F933465E","Monkey On My Back","Aerosmith","rock;metal"
"TRRQKLY128F426F7DA","The Lonesome Death Of Hattie Carroll","Bob Dylan","rock"
"TRRUIKN128E078218F","Climbing Up the Walls","Radiohead","alternative;rock;indie;electronic"
"TRRUHPM128F429C828","Gandhi","Patti Smith","rock;female vocalists"
"TRRUOJE128F931C966","Reckoner","Radiohead","alternative;rock;indie;electronic"
"TRRVCHZ12903CC1812","God Save The Queen","Jimi Hendrix","rock"
"TRRVJWY128F9342CF3","Touch The One You Love","Michael Jackson","pop"
"TRRVHWP128F42AD060","Resolve","Foo Fighters","rock;alternative;pop"
"TRRVESG128F932164B","Ride Into the Sun","The Velvet Underground","rock"
"TRRVZEN128F425E8B1","Heaven on Earth","Britney Spears","pop;female vocalists;electronic;rock"
"TRRVKEG128F932E72C","All My Friends","Franz Ferdinand","indie;rock;alternative;electronic"
"TRYCKVU128F426767B","I'm On Fire","Bruce Springsteen","rock;pop"
"TRYCKYA128F92E92D2","Surfing With The Alien","Joe Satriani","rock;metal;alternative"
"TRYJCSW128F42656E4","Headless","Joe Satriani","rock"
"TRYJHQA128F932FEAC","My Prerogative","Britney Spears","pop;female vocalists;rock;electronic"
"TRYJZYD128E0788E85","Only","Nine Inch Nails","rock;alternative;electronic;metal;pop;indie"
"TRYJGMA128F92D1BE8","Isis","Bob Dylan","rock;female vocalists;pop"
"TRYJGKC128F146BA62","Sweet Jane","The Velvet Underground","rock;alternative;indie;pop"
"TRYJQRK128E078F4F2","Power Of Soul","Jimi Hendrix","rock;pop"
"TRYIBOM128F14552A7","Don't Forget About Us","Mariah Carey","pop;female vocalists"
"TRYIPDY128F92C4955","The Jackson Song","Patti Smith","rock;female vocalists"
"TRYIWQX128F92D536A","Heal The World","Michael Jackson","pop;rock;alternative"
"TRYIGGC128E078EEDC","Charlotte Sometimes","The Cure","alternative;rock;pop;indie"
"TRYIUSU128F42670A9","Out In The Street","Bruce Springsteen","rock"
"TRYIUDT128F933ADB9","Vertigo","U2","rock;alternative;pop;indie;metal;electronic"
"TRYXOOD128F42B845A","Like A Rolling Stone","Bob Dylan","rock;pop;indie"
"TRYXMEB128F426EE7B","Tangled Up In Blue","Bob Dylan","rock;pop;indie"
"TRYXRLS12903CC0DF9","I Just Wanna Rock","Joe Satriani","rock"
"TRYXYMD12903CB7448","Candy Bling","Mariah Carey","pop;female vocalists"
"TRYXFPU128F4229942","The Fallen (Radio Edit)","Franz Ferdinand","rock;indie"
"TRYXQUL128F427810B","Think About It","Aerosmith","rock;metal"
"TRYORLV128F4252D01","Street Spirit (Fade Out)","Radiohead","alternative;rock;indie;pop;electronic"
"TRYOKRN128F9321806","Get On Your Boots","U2","rock;alternative;pop;indie"
"TRYMIRJ128F4263BC6","John Brown","Bob Dylan","rock"
"TRYMFMN12903CEE430","Fascination Street","The Cure","alternative;rock;indie;pop"
"TRYMZHE128F4298049","My Prerogative","Britney Spears","pop;female vocalists;rock;electronic"
"TRYMKMX128F146B835","Home","The Cure","rock;alternative;pop;indie"
"TRYRCXK128F932A7E9","Born To Run","Bruce Springsteen","rock;pop"
"TRYRRPU128F427810C","Mia","Aerosmith","rock"
"TRYRQUE128E0792BB0","Eraser (Denial: Realization)","Nine Inch Nails","rock;electronic;alternative"
"TRYYMZM128E07928B7","No Apagues La Luz","Enrique Iglesias","pop"
"TRYYROY128F92CBEF4","Someone Put Your Hand Out","Michael Jackson","pop"
"TRYYEKK128F9307754","Because The Night","Patti Smith","rock;female vocalists;alternative;indie;pop"
"TRYAJIP128F426BD2E","Riff & Roll","Aerosmith","rock"
"TRYAIYE128F42AC85F","Land","Patti Smith","rock;female vocalists;alternative;indie"
"TRYAPSE128F931E14C","Don't Turn Off The Lights","Enrique Iglesias","pop;electronic"
"TRYAGUS128F426766B","Trust Yourself","Bob Dylan","pop"
"TRYBYGJ128F93280B7","Santa Ana","Bruce Springsteen","rock;pop"
"TRYBALZ128F92F12BD","Can't Help Falling In Love","Elvis Presley","rock;pop"
"TRYBDPX128F92E2D7B","Love In An Elevator","Aerosmith","rock;metal;pop"
"TRYBGKN128E078EE31","Monkey On My Back","Aerosmith","rock;metal"
"TRYSUOR128F427BD18","No Surrender","Bruce Springsteen","rock;pop"
"TRYFMYN128F426708C","Hark! The Herald Angels Sing/Gloria (In Excelsis Deo)","Mariah Carey","female vocalists;pop"
"TRYFFTH128F9310F86","Ride On, Baby","The Rolling Stones","rock;pop"
"TRYFDIV128F42BAF81","Fake Plastic Trees","Radiohead","alternative;rock;indie;electronic;pop"
"TRYDCVA128F4260325","Cheating On You","Franz Ferdinand","indie;rock;alternative;pop"
"TRYDFTA128F4287F2F","Not Fade Away","The Rolling Stones","rock"
"TRYDZVF128F427FE62","The Souls of Distortion","Joe Satriani","rock"
"TRYDVZU128E07924C0","I'm Your Man","Enrique Iglesias","pop"
"TRYEJEH128F425B7DF","Summer's End","Foo Fighters","rock;alternative;pop"
"TRYEIKK128E07890BB","The Holy Hour","The Cure","alternative;rock"
"TRYEOWZ128F92CBBC9","The Way You Make Me Feel","Michael Jackson","pop;rock;electronic"
"TRYEZEY128F9311136","The Fallen","Franz Ferdinand","rock;indie;alternative;pop;electronic"
"TRYEKPM128F42691B0","Train Kept a Rollin'","Aerosmith","rock;metal"
"TRYLBSX128F9310CC8","Thinking About You (Demo)","Radiohead","alternative"
"TRYLLEK128F932003C","Magnificent","U2","rock;alternative;pop"
"TRYLWBA12903CC53A3","Jailhouse Rock","Elvis Presley","rock;pop"
"TRYLZHP128F932A85F","Honey, Just Allow Me One More Chance","Bob Dylan","rock"
"TRYLGDL128F4252EA8","Morning Bell","Radiohead","alternative;electronic;rock;indie;pop"
"TRYPCLX128F4277C53","New Year's Day","U2","rock;alternative;pop;indie"
"TRYPJSB12903CB744D","It's A Wrap","Mariah Carey","pop;female vocalists"
"TRYPNGL128F42782AE","Vanishing","Mariah Carey","pop;female vocalists"
"TRYPEFD128F42690AD","Rats in the Cellar","Aerosmith","rock"
"TRYPEFP128E079275B","Piggy","Nine Inch Nails","rock;electronic;alternative;metal;pop"
"TRYPLQR128F933ADCA","Walk On","U2","rock;pop;alternative"
"TRYWLNR12903CC16BC","Power Of Soul","Jimi Hendrix","rock;pop"
"TRYZOSX128F92EE1F4","Girl You're So Together","Michael Jackson","pop"
"TRYZBRG128F93000D0","Stuck Inside Of Mobile With The Memphis Blues Again","Bob Dylan","rock;pop"
"TRYZNRK128F426EE9E","Temporary Like Achilles","Bob Dylan","rock"
"TRYZDDW128F429C81E","Seven Ways of Going","Patti Smith","alternative;female vocalists;rock;indie"
"TRYZUSO128F42BA4E2","Angie","The Rolling Stones","rock;pop"
"TRYGFWQ128F1476F9D","Don't Stand So Close To Me","The Police","rock;pop;alternative;indie"
"TRYTRUZ128F42340A0","Lovesong","The Cure","alternative;rock;pop;indie;electronic"
"TRYTAMC128E07822C2","Planet Telex (Hexidecimal Mix)","Radiohead","alternative;rock"
"TRYTWZV128F425EECB","Scream","Michael Jackson","pop;rock;electronic"
"TRYKJSH128F4257950","A Day Without Me","U2","rock;pop;alternative;female vocalists"
"TRYKLUR128F427352F","Flavor Crystal 7","Joe Satriani","rock;electronic;metal"
"TRYKVSA12903CB7451","More Than Just Friends","Mariah Carey","pop"
"TRYQIKT128F42261BE","C# Blues (People, People, People)","Jimi Hendrix","rock"
"TRYQOTI128F429D50F","Sing This All Together","The Rolling Stones","rock;pop"
"TRYQYDH128E07912F7","Ruiner","Nine Inch Nails","electronic;rock;alternative;metal;indie"
"TRYQSIK128F931203C","Just Like Heaven","The Cure","alternative;rock;pop;indie"
"TRYQUXL12903CBB89C","Who Knows","Jimi Hendrix","rock;pop;alternative"
"TRYUEKK128F4263A81","Luv Lies","Aerosmith","rock"
"TRYUGOQ12903CB7444","Betcha Gon' Know (the prologue)","Mariah Carey","pop;female vocalists"
"TRYVXZL128F428962F","I Got Stung","Elvis Presley","rock;pop"
"TRYVOES128E0792BAE","At The Heart Of It All","Nine Inch Nails","electronic;rock;alternative;metal;indie"
"TRYVMGQ128F145EC98","Desnudo","Enrique Iglesias","electronic;pop"
"TRYVRQK128F429C814","Beneath The Southern Cross","Patti Smith","rock;female vocalists;alternative"
"TRYVPUK128F4278273","Sent From Up Above","Mariah Carey","pop;female vocalists"
"TRACYCJ128F9309246","Don't Go Knockin' on My Door","Britney Spears","pop;female vocalists"
"TRACAGS128F4246062","My Baby Left Me","Elvis Presley","rock;pop"
"TRACBNP128F4278243","Vision Of Love","Mariah Carey","pop;female vocalists"
"TRACECN128F9310E97","Subterranean Homesick Alien","Radiohead","alternative;rock;indie;electronic;pop;female vocalists"
"TRACKWL128F4283BB1","It's The Falling In Love","Michael Jackson","pop"
"TRACQIS128F92CBED8","History","Michael Jackson","pop;rock"
"TRAJXKX128F428021C","Midnight","Joe Satriani","rock;metal"
"TRAJDHN128F92C2EEF","Dirty Diana","Michael Jackson","pop;rock"
"TRAJLOR128F428CCC9","Wing","Patti Smith","rock;female vocalists;alternative"
"TRAJZIS128F4288E43","We're Almost There","Michael Jackson","pop;rock"
"TRAJKXS128F42340B5","Cut Here","The Cure","rock;alternative;pop;indie"
"TRAIHFF128EF351817","Just A Little Bit Of You","Michael Jackson","pop;rock"
"TRAIBDS128F92F375B","Black Or White","Michael Jackson","pop;rock;alternative"
"TRAISAT128F42BADC2","Just Like Lightnin'","Joe Satriani","rock;metal;alternative"
"TRAISYO128E07888A6","Mine Again","Mariah Carey","pop;female vocalists"
"TRAILFA128EF349FE5","Survivalism","Nine Inch Nails","rock;alternative;electronic;metal"
"TRAITPW128F42782B2","Love Takes Time","Mariah Carey","pop;female vocalists"
"TRAHLDG128F92EB4A9","Tabloid Junkie","Michael Jackson","pop;electronic"
"TRAXMAK128E07822CB","Fake Plastic Trees (Acoustic Version)","Radiohead","alternative;indie;rock"
"TRAXNAR128F93280B9","Seaside Bar Song","Bruce Springsteen","rock;alternative"
"TRAOJZC128F14932D5","Lost","The Cure","alternative;rock;pop;indie"
"TRAODGF128F92F3FF9","Break The Ice","Britney Spears","pop;female vocalists;electronic;rock"
"TRAODJI128F148C0AB","To Make My Father Proud","Michael Jackson","pop"
"TRAOLIX128E0793AFA","Man In A Suitcase","The Police","rock;pop"
"TRAOPRI12903C9FC25","Rosalita (Come Out Tonight)","Bruce Springsteen","rock;pop"
"TRAOWWH128F92EA113","Country Pie","Bob Dylan","rock;indie"
"TRAMXGR128E07822CC","Bullet Proof ... I Wish I Was (Acoustic)","Radiohead","alternative;rock"
"TRAMAKV128F4298063","(You Drive Me) Crazy","Britney Spears","pop;female vocalists"
"TRAMLMU128F14920CC","Deathwish","The Police","rock;pop;alternative"
"TRAMUYQ128F428CA58","Lo and Beholden","Patti Smith","rock;alternative;female vocalists"
"TRARAEG128F42647B2","Tryin' to Get to Heaven","Bob Dylan","rock"
"TRARSKA128F9336A04","3","Britney Spears","pop;female vocalists;electronic"
"TRARFVY128F93086DE","Lullaby","The Cure","alternative;rock;indie;pop;electronic"
"TRARZCA12903CB21BB","Come Alive","Foo Fighters","rock;alternative;pop"
"TRARTEH128F423DBC1","15 Step","Radiohead","alternative;rock;indie;electronic;pop"
"TRAYCGD128F4264835","Rock With You","Michael Jackson","pop;rock"
"TRAYCIH128E07890B9","Doubt","The Cure","alternative;rock;pop"
"TRAYIFD128F427E80E","Mary Queen Of Arkansas","Bruce Springsteen","rock"
"TRAYHDZ128F42BA585","Suck On The Jugular","The Rolling Stones","rock"
"TRAYMNJ128F4299881","Chris Cox Megamix","Britney Spears","pop;female vocalists"
"TRAYNBW12903CBBD05","Hear My Train A Comin'","Jimi Hendrix","rock;pop"
"TRAYDXM128F9317358","No You Girls","Franz Ferdinand","indie;alternative;rock;pop;electronic"
"TRAYKOC128F930D2B8","Cryin'","Aerosmith","rock;alternative;metal;pop"
"TRAYVMU128F92EC210","King Of Pain","The Police","rock;pop;alternative;indie"
"TRAAXSY128F426F4EA","Tangled Up In Blue","Bob Dylan","rock;pop;indie"
"TRAARUU128F428426D","Baby, Let's Play House","Elvis Presley","rock"
"TRAANTZ128E0792529","The Frail","Nine Inch Nails","rock;alternative;electronic;metal"
"TRAADLN128F14832E9","Angie","The Rolling Stones","rock;pop"
"TRAAGEC128E079252C","Metal","Nine Inch Nails","electronic;rock;alternative;metal;indie;female vocalists;pop"
"TRAATMY128F149562F","Kite Live from Sydney","U2","rock"
"TRAAKDF128F92FA302","Hell","Foo Fighters","rock;alternative;metal"
"TRABHWW128F424E9D2","I'm Moving On","The Rolling Stones","rock"
"TRABMFI128F1476F9F","When The World Is Running Down, You Make The Best Of What's Still Around","The Police","rock;pop;alternative"
"TRABEID128EF34DBC2","Capital G","Nine Inch Nails","rock;electronic;alternative"
"TRABZOP128F9316E24","Eleanor Put Your Boots On","Franz Ferdinand","indie;rock;alternative;pop"
"TRABQRP128F9310EFC","Airbag (Live In Berlin)","Radiohead","rock;alternative;indie"
"TRANIRV128E078EDE8","Dude (Looks Like A Lady)","Aerosmith","rock;metal"
"TRANHKC128F9309BF4","Fortune Teller","The Rolling Stones","rock"
"TRANMSC128F426AE28","My Best Was Never Good Enough","Bruce Springsteen","rock"
"TRANSBD128F426F7AD","My Back Pages","Bob Dylan","rock"
"TRANWAS128F426A985","Ye Shall Be Changed","Bob Dylan","rock"
"TRANKIL128F1476FA2","Voices Inside My Head","The Police","rock;pop;alternative"
"TRANQWW128F92FDB30","Mmm Papi","Britney Spears","pop;female vocalists;rock"
"TRASCWR12903CCC575","Hear My Train A Comin'","Jimi Hendrix","rock;pop"
"TRASJNI128F92FDB29","Out from Under","Britney Spears","pop;female vocalists;electronic"
"TRASAQI128F426EEA3","Simple Twist Of Fate","Bob Dylan","rock"
"TRASNRV128F931AE2E","Sin","Nine Inch Nails","electronic;rock;alternative;metal"
"TRASFVL128F42657A6","A Piece Of Liquid","Joe Satriani","rock;metal"
"TRAFHQJ128F424158D","Got To Be There","Michael Jackson","pop;rock"
"TRAFRYJ128F92E638B","Memorabilia","Nine Inch Nails","rock;electronic;metal;alternative"
"TRAFSGL128F42ADA3E","Razor","Foo Fighters","rock;alternative;metal;indie"
"TRAFPNA12903CE474B","Cool #9","Joe Satriani","rock;metal"
"TRADJNG128F932814A","Heart Of Stone","The Rolling Stones","rock;pop"
"TRADYYK128F145FE74","I Heard Her Call My Name","The Velvet Underground","rock;alternative"
"TRADSUA128C7196C7C","New York","U2","rock;pop;alternative"
"TRADDGM128F427352E","Devil's Slide","Joe Satriani","rock;electronic"
"TRADTYX128F9310F00","Lady Jane","The Rolling Stones","rock;pop"
"TRAECBR128F429F8C0","Everytime","Britney Spears","pop;female vocalists;rock;electronic"
"TRAEINL12903CBAC41","Man in the Mirror","Michael Jackson","pop;rock;alternative"
"TRAEMNZ128F9334662","Angel","Aerosmith","rock;pop"
"TRAERPT128F931103E","Time Is On My Side","The Rolling Stones","rock;pop"
"TRAEATL128F42690A7","Lord of the Thighs","Aerosmith","rock;alternative;metal;indie"
"TRAEBXS128F429933A","Boys","Britney Spears","pop;female vocalists;electronic;rock"
"TRAEEUX128F425E0E6","Magic","Bruce Springsteen","rock;pop"
